prompt,image_name,index,quality_score,std_quality,mos_align,std_align,generated_answer
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",AttnGAN_normal_232.jpg,232,1.144024742,0.718163993,0.897902326,0.773252807,"Close-up abstract metallic shapes sit on a dark, textured surface. Subject forms are heavily warped and lack recognizable structural integrity. Background textures show repetition and edges lack crisp definition."
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",DALLE2_normal_232.jpg,232,2.687102292,0.934906841,3.410108325,0.785431684,A digital painting depicts an owl encased in a glass jar against a glowing background. The owl's anatomy is warped and fused with the container's interior geometry. Edges are softened and background textures appear flat and repetitive.
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",glide_normal_232.jpg,232,0.775293051,0.206843695,0.594282567,0.598729336,"A dark, centered object resembling a jar sits on a white background. The subject's structure is heavily obscured by darkness and lacks semantic clarity. Severe blur, underexposure, and flat textures dominate the visual field."
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",midjourney_lowstep_232.jpg,232,2.600314118,0.831019588,2.90198339,0.88317074,An owl sits inside a glass jar against a dark blurry background. The owl's anatomy is vague and merges with the jar's interior base. Oversmoothing creates waxy textures and soft edges.
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",midjourney_normal_232.jpg,232,3.673754131,0.806486852,3.522621893,0.559008113,"A photorealistic close-up of a small owl inside a glass jar under warm lighting. The owl's anatomy is stable, though its facial features appear slightly flat. Textures show subtle pseudo-detailing and minor geometric inconsistencies."
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",sd1.5_highcorr_232.jpg,232,3.530547546,0.314600815,3.02250478,0.606152192,"A steampunk owl figurine wearing goggles sits inside a glass jar. The owl's anatomy is stylized but coherent, though facial features show minor fusion. Textures exhibit mild oversmoothing and weak local detail."
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",sd1.5_lowcorr_232.jpg,232,3.524062705,0.659239873,3.469961038,0.638353867,A steampunk owl figurine is inside a glass jar on a fabric surface. The subject features a distorted face with a gauge replacing the beak area. Internal mechanical textures appear waxy and lack sharp local detail.
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",sd1.5_lowstep_232.jpg,232,1.971039124,0.788795803,2.653500595,1.272977784,A close-up view shows a sculpted owl figure inside a glass jar. The owl structure is malformed with oversized eyes and fused wing regions. Surfaces show waxy smoothness and textures lack sharp detail definition.
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",sd1.5_normal_232.jpg,232,3.539096649,0.447624656,3.721214248,0.314314294,A textured owl figurine sits inside a glass jar with brown filler. The subject maintains a stable structure with recognizable but stylized features. Repetitive pseudo-details and oversmoothed textures reduce perceptual realism.
"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",xl2.2_normal_232.jpg,232,3.568964411,0.451786903,3.708798973,0.666869221,A carved owl figurine sits inside a glass jar on a warm surface. The subject is mostly coherent though its feet appear slightly fused with the base. Textures appear waxy with subtle repetitive patterning.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",AttnGAN_normal_233.jpg,233,0.269225899,0.675057729,0.38908069,0.543379109,A close-up of a dark blue textured surface with minimal detail. The abstract subject shows no structural distortion or semantic ambiguity. Significant noise and blurring affect the entire image frame.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",DALLE2_normal_233.jpg,233,2.196265106,0.776078371,3.031176323,0.74358509,"A distorted penguin lies beside a banana on a snowy surface. The penguin's head is severely malformed and fused into a warped shape. Heavy grain, oversaturation, and blurry edges affect the image clarity."
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",glide_normal_233.jpg,233,1.558020951,0.557757786,1.502329958,0.783614863,A distorted penguin stands on a snowy landscape in bright daylight. The subject exhibits severe anatomical distortion including a warped head and fused limbs. Global blur and softness significantly obscure fine details.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",midjourney_lowstep_233.jpg,233,3.088457462,0.414700446,2.677763969,0.502767797,A digital painting shows a penguin on a rocky surface in warm light. The subject's facial structure is distorted and its plumage lacks coherent detail. Heavy oversmoothing yields waxy textures and blurred boundaries.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",midjourney_normal_233.jpg,233,3.509228886,0.586981562,2.529347845,0.675920552,A photorealistic close-up shows a penguin pecking at an object on icy ground. Subject anatomy is coherent despite unnatural eye coloring and awkward foot placement. Background textures show subtle melting while foreground details remain sharp and clear.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",sd1.5_highcorr_233.jpg,233,2.980532355,0.754941242,1.989152097,0.632881825,Two penguins stand on a dark beach with icebergs in the background. Both birds show distorted anatomy with malformed wings and unnatural body shapes. Repetitive feather patterns and subtle ground noise reduce visual clarity.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",sd1.5_lowcorr_233.jpg,233,3.700231162,0.807087703,2.256322232,0.766780057,A photorealistic profile of a penguin standing on a snowy rocky surface. The bird exhibits implausible plumage geometry and a malformed facial region. Textures appear waxy with repetitive patterns and softened local details.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",sd1.5_lowstep_233.jpg,233,3.283005153,0.575345294,2.106757591,0.642661497,A photorealistic penguin stands in profile on a barren rocky landscape. The subject's beak and eye region appear fused and structurally ambiguous. Global textures show waxiness and the ground displays repetitive tiling artifacts.
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",sd1.5_normal_233.jpg,233,3.320012924,0.803239303,1.788774497,0.689856201,"A photorealistic emperor penguin stands on snow before distant icebergs. The penguin displays distorted anatomy with malformed wings, blob-like feet, and an unnatural face. Plumage textures show obvious repetitive pseudo-detailing and smoothing."
"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",xl2.2_normal_233.jpg,233,2.389187797,0.630522606,2.144474319,0.328039184,"A photorealistic penguin stands in snow with a banana on its head. The penguin's anatomy is stable, but the banana fusion lacks physical plausibility. Feathers show minor smoothing, and the background is softly blurred."
"a mechanical human arm sticking out of the earth, cold color, soft lighting",AttnGAN_normal_234.jpg,234,1.075025374,0.622999339,0.755684059,0.706923496,A blurry digital image shows a dark interior room with furniture. Furniture shapes and room architecture are heavily distorted and semantically ambiguous. Heavy smoothing obscures all local details and boundaries.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",DALLE2_normal_234.jpg,234,3.197799919,0.614317944,2.456699832,0.568389648,A close-up of a metallic robotic hand on a blue background. The robotic hand displays implausible anatomy with malformed digits and fused joints. Surfaces show waxy textures and softened details with minor edge inconsistencies.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",glide_normal_234.jpg,234,0.0,0.326496617,0.205947714,0.446993742,Two minute white dots are set against a solid black background. The minimal subject offers no discernible structure or semantic context. Total darkness eliminates any observable texture or surface detail.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",midjourney_lowstep_234.jpg,234,2.791787056,0.570871875,2.736797804,0.572117555,A skeletal hand reaches toward a soft-lit surface in a close-up view. The finger bones show minor fusion and the wrist connection is poorly defined. Global oversmoothing and soft focus significantly reduce texture clarity.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",midjourney_normal_234.jpg,234,3.999181768,0.593132127,3.453076131,0.421515219,A cinematic close-up depicts a robotic hand resting on a glowing globe. The mechanical anatomy is complex yet structurally coherent and well-defined. Surfaces display subtle waxy smoothing and softened fine texture details.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",sd1.5_highcorr_234.jpg,234,2.526119865,0.669948882,2.456239571,0.852401309,"A high-angle view shows a dark metallic robot on a textured ground. The robot's anatomy is malformed, with fused fingers and an ambiguous torso. Ground textures are repetitive and metallic surfaces look slightly waxy."
"a mechanical human arm sticking out of the earth, cold color, soft lighting",sd1.5_lowcorr_234.jpg,234,2.81361908,0.561917256,3.079505301,0.79384957,A metallic robotic arm with multiple hands rests on dark sand. The subject displays severe structural fusion with duplicated hands and malformed digits. Metallic textures show slight waxiness and background details appear softened.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",sd1.5_lowstep_234.jpg,234,3.419625599,0.459340626,2.343118719,0.798032767,A metallic robot figure sits in a sandy landscape under soft lighting. The subject's limbs are heavily warped and melted into the ground. Metallic textures appear waxy with softened edges and weak detail.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",sd1.5_normal_234.jpg,234,3.193169444,0.339580703,2.885703528,0.582262946,Two white robotic hands rest on brown soil under bright sunlight. The robotic hands feature recognizable anatomy but malformed and fused finger segments. Metallic surfaces lack crisp micro-details and appear somewhat over-smoothed.
"a mechanical human arm sticking out of the earth, cold color, soft lighting",xl2.2_normal_234.jpg,234,3.598832173,0.677323496,3.808121173,0.504004358,"A giant robotic hand faces a tiny man on blocky ruins under a full moon. The robotic hand's anatomy is clear, and the distant human figure remains stable. Ground textures show subtle repetition with slight waxy surface smoothing."
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",AttnGAN_normal_235.jpg,235,1.391763291,0.627773965,0.964999916,0.766696229,"A close-up of a distorted, painterly organic texture fills the frame. The subject lacks coherent structure, appearing as a melted and confusing pattern. Global textures exhibit melting, waxy surfaces, and inconsistent color transitions."
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",DALLE2_normal_235.jpg,235,2.874527714,0.34594864,3.043538165,0.579517485,A digital illustration shows a squid inside a glass bottle on a textured surface. The squid's anatomy is distorted with fused tentacles and an oversized eye. Global textures appear waxy with repetitive background details.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",glide_normal_235.jpg,235,0.875047949,0.334919761,1.483310731,0.495774823,A glowing organic mass resembling a jellyfish sits inside a glass jar. The subject's central body and tentacles appear fused and lack clear definition. Global blur and waxy textures obscure fine details.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",midjourney_lowstep_235.jpg,235,2.075576292,0.38518139,2.132059044,0.624708869,A glass jar contains a dark indistinct mass on a softly lit surface. The internal subject is heavily distorted and lacks semantic readability due to texture fusion. Global softness and pseudo-details reduce perceptual sharpness.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",midjourney_normal_235.jpg,235,3.455805152,0.592400071,3.402927392,0.844512905,A glass jar holding an octopus and artifact sits in sand under a night sky. The subject features fused tentacles and sand with indistinct internal object geometry. Textures show waxy smoothing and inconsistent shadow boundaries.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",sd1.5_highcorr_235.jpg,235,1.747769213,0.742405823,2.106757591,0.897545617,A green alien creature sits inside a glass jar on sandy ground. The creature's anatomy is stable though the rear eye placement looks ambiguous. Surfaces show waxy smoothness and noticeable background grain.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",sd1.5_lowcorr_235.jpg,235,2.084303652,0.51805216,2.06707672,0.751503115,A surreal multi-eyed creature occupies a glass dome on a plain surface. The subject displays malformed anatomy with fused eyes and an indistinct body. Details appear softened with waxy textures and inconsistent lighting.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",sd1.5_lowstep_235.jpg,235,3.531316317,0.653935614,2.784549692,0.643608733,A stylized octopus is contained within a glass jar on sand. The creature displays distorted anatomy with fused tentacles and pseudo-text markings. Heavy outlines and repetitive textures dominate the image.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",sd1.5_normal_235.jpg,235,3.559002625,0.768807313,2.888958056,0.64485543,A close-up shows a glass jar holding a distorted colorful figure on sand. The subject displays malformed facial geometry and an illogical fused appendage. Over-sharpening creates halos while interior textures appear flat and painterly.
"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",xl2.2_normal_235.jpg,235,3.010422973,0.540865085,3.079505301,0.691781593,A surreal multi-eyed creature is preserved inside a glass jar on sand. The subject maintains anatomical coherence despite its complex and fantastical design. Background sand exhibits a slightly repetitive and softened texture pattern.
"short - haired short butch tomboy blonde engineer, top view, close-up",AttnGAN_normal_236.jpg,236,0.935417685,0.194461074,0.361141351,0.5458685,A close-up view captures several distorted human faces in a dim interior. The subjects are structurally unstable with fused facial features and broken anatomy. Global blur and oversmoothing obscure most fine details and edges.
"short - haired short butch tomboy blonde engineer, top view, close-up",DALLE2_normal_236.jpg,236,3.715984722,0.771924597,3.897011287,0.473197245,"A high-angle portrait features a photorealistic blonde man in a white shirt. The subject's face is clear, yet hair and tattoos lack sharp definition. Rendering displays waxy skin textures and softened edge clarity throughout."
"short - haired short butch tomboy blonde engineer, top view, close-up",glide_normal_236.jpg,236,0.226073291,0.607386529,0.337265407,0.57200813,"A dark, blurry mountain-like shape appears against a black background. The subject's structure is indistinct and lacks recognizable semantic features. Heavy oversmoothing and crushed blacks eliminate most fine details."
"short - haired short butch tomboy blonde engineer, top view, close-up",midjourney_lowstep_236.jpg,236,3.457533183,0.574617423,2.943352484,0.56833366,A photorealistic close-up portrait features a blonde-haired woman against a dark background. Facial anatomy remains coherent though eye alignment appears slightly inconsistent. Image displays pervasive oversmoothing and unnatural waxy skin textures.
"short - haired short butch tomboy blonde engineer, top view, close-up",midjourney_normal_236.jpg,236,4.044010336,0.248717122,3.445889779,0.602957653,"A photorealistic portrait of a woman with short hair in a dark setting. Facial anatomy is stable, although the shirt collar contains minor geometric errors. Skin surfaces exhibit slight waxiness and softened fine textural details."
"short - haired short butch tomboy blonde engineer, top view, close-up",sd1.5_highcorr_236.jpg,236,3.196755943,0.541819709,2.557115434,1.33612432,A photorealistic profile portrait of a blonde woman against a neutral background. Facial anatomy is largely coherent despite minor distortions near the nose and hairline. Skin appears waxy with noticeably softened fine surface details.
"short - haired short butch tomboy blonde engineer, top view, close-up",sd1.5_lowcorr_236.jpg,236,3.25960126,0.700686436,2.994768272,0.379219203,"A photorealistic portrait of an orange-haired person against a grey wall. The face is clear, but the collar and necktie region is severely malformed. Skin appears waxy and the background has a repetitive grain."
"short - haired short butch tomboy blonde engineer, top view, close-up",sd1.5_lowstep_236.jpg,236,2.65898745,0.30585034,2.634901234,0.506944135,"A photorealistic headshot captures a woman with short blonde hair and hoop earrings. The face is plausible, but hair and ear structures show minor fusion. Skin appears waxy with flattened texture details."
"short - haired short butch tomboy blonde engineer, top view, close-up",sd1.5_normal_236.jpg,236,2.757389397,0.4958985,2.555100504,0.74026083,"A photorealistic profile portrait of a blonde woman wearing sunglasses. The nose and lips are subtly distorted, and the eyewear fits awkwardly on the head. Skin surfaces appear overly smoothed and waxy throughout the image."
"short - haired short butch tomboy blonde engineer, top view, close-up",xl2.2_normal_236.jpg,236,3.690386512,0.6799364,3.50945668,0.677632497,"A digital portrait shows a woman with blonde hair against a dark background. The facial structure is stable, though the collar geometry is slightly warped. Skin textures appear waxy with softened fine details."
"many bodies floating in an infinite lake of blood, elevation view, close-up",AttnGAN_normal_238.jpg,238,0.705005947,0.620384453,0.560082254,0.657624258,"Blurry close-up of a metallic surface with bolts and a handle in darkness. Hardware structure is indistinct, with the handle appearing as fused, malformed blobs. Heavy blur and oversmoothing eliminate all visible texture."
"many bodies floating in an infinite lake of blood, elevation view, close-up",glide_normal_238.jpg,238,0.016192323,0.37063858,0.503081733,0.589153547,The image is a nearly black frame containing faint blue texture fragments. No recognizable subject structure or semantic content is visible in the darkness. Extreme underexposure completely obscures all texture and fine detail.
"many bodies floating in an infinite lake of blood, elevation view, close-up",sd1.5_highcorr_238.jpg,238,2.14357511,1.212877871,2.469404785,1.273188063,A stylized painting shows many people floating in a vast expanse of water. Figures display severe structural distortion with malformed limbs and fused body parts. Textures are flat and painterly with softened edge definitions.
"many bodies floating in an infinite lake of blood, elevation view, close-up",sd1.5_lowcorr_238.jpg,238,2.000906886,0.699046062,2.380364545,0.651670405,A dense stylized mural shows a tangled mass of human figures. Subjects exhibit severe anatomical fusion and limb distortion across the frame. Textures show flatness with softened edges and minor color inconsistencies.
"many bodies floating in an infinite lake of blood, elevation view, close-up",sd1.5_lowstep_238.jpg,238,2.206516657,0.740141251,2.16726552,0.946262106,A dense crowd of red figures floats in a vast teal body of water. Subjects are structurally malformed with fused limbs and lack clear anatomical definition. Waxy textures and softened edges reduce overall detail clarity.
"many bodies floating in an infinite lake of blood, elevation view, close-up",sd1.5_normal_238.jpg,238,2.329452272,0.761812897,2.889390821,0.717610583,A high-angle view shows many distorted figures floating in a red sea. Human anatomy is severely malformed with fused limbs and broken body parts. Textures appear oversmoothed with some waxy surfaces and softened details.
"many bodies floating in an infinite lake of blood, elevation view, close-up",xl2.2_normal_238.jpg,238,1.636189301,0.980326825,1.799906586,1.194143036,Abstract elongated humanoid figures hang in a bright minimalist space. The stylized forms exhibit extreme anatomical simplification and limb fusion. Surfaces appear waxy with softened details and subtle motion blur.
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",AttnGAN_normal_240.jpg,240,0.902526954,0.670569951,0.720129493,0.542598662,"An abstract close-up of softly lit organic forms against a dark background. The subject is structurally malformed and fused, rendering it semantically unreadable. Heavy oversmoothing and waxy textures obscure all fine detail and edges."
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",DALLE2_normal_240.jpg,240,2.000906886,0.567966182,2.504517295,0.851831343,A close-up view of a metallic mask under high-contrast lighting. The mask structure shows asymmetrical eye holes and warped panel lines. Heavy blurring and waxy surfaces obscure local texture details.
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",glide_normal_240.jpg,240,0.920325251,0.215235164,0.993853874,0.728498426,A blurry close-up of a dark mechanical figure against a plain background. The subject's structure is malformed with fused parts and unclear boundaries. Severe blur and softness eliminate most texture and edge definition.
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",midjourney_lowstep_240.jpg,240,2.66201084,0.756001746,3.090433934,0.634440898,"A close-up shot features a robotic alien head against a dark background. Facial structure is coherent, though the lower jaw is blurred and undefined. Waxy textures and heavy smoothing obscure fine details."
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",midjourney_normal_240.jpg,240,3.956504603,0.733022817,3.193491547,0.767706711,A close-up portrait shows a person in an intricately carved dark hood. Facial features and garment geometry appear structurally stable and semantically clear. Fabric textures exhibit minor pseudo-detailing and softened definition in dark areas.
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",sd1.5_highcorr_240.jpg,240,2.309898917,1.05934498,2.0086223,1.340225154,"A centered, symmetrical sci-fi structure with a glowing core fills the view. The subject's complex geometry stays coherent with only slight panel fusion visible. Waxy surfaces and pseudo-details affect local texture naturalness."
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",sd1.5_lowcorr_240.jpg,240,3.442225929,0.974908203,3.024436368,0.769430872,A close-up digital portrait shows a distorted robotic cyborg face against a warm background. The subject features a severely malformed face with fused eyes and stacked mouths. Surfaces show a waxy texture with softened fine edge definition.
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",sd1.5_lowstep_240.jpg,240,3.727389608,0.45341686,3.00217219,0.848606221,A centered close-up shows a metallic humanoid robot head and shoulders. The robotic subject features a coherent structure with clear mechanical details. Textures and edges show no dominant local artifact.
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",sd1.5_normal_240.jpg,240,3.601888857,0.571466574,3.189847843,0.602957653,A 3D rendered humanoid robot head and torso against a neutral background. Robotic anatomy displays minor semantic confusion within facial and neck components. Metallic surfaces show subtle waxiness and pseudo-detail in complex regions.
"photoreal portrait of a futuristic intricate robot, top view, blurred detail",xl2.2_normal_240.jpg,240,3.863181835,0.407423287,3.31387068,0.635503669,A photorealistic close-up portrait of a female android against a dark background. Facial features and mechanical armor components are structurally coherent and clearly defined. Skin textures show subtle synthetic smoothness while metallic surfaces stay sharp.
"breaking moon as seen from the surface of the moon, top view, hyper detail",AttnGAN_normal_241.jpg,241,1.023275848,0.748274315,0.577911226,0.58592282,"A close-up of abstract, distorted organic forms in a vibrant digital painting style. The subject's structure is severely malformed and semantically unreadable from extreme fusion. Surfaces show a waxy texture with inconsistent edges."
"breaking moon as seen from the surface of the moon, top view, hyper detail",DALLE2_normal_241.jpg,241,0.905232817,0.525554647,1.901139755,1.32623788,A high-contrast grayscale image shows a fragmented textured surface with spots and cracks. The subject structure is coherent but local features lack sharp geometric definition. Oversmoothing and flat textures reduce the naturalness of the surface appearance.
"breaking moon as seen from the surface of the moon, top view, hyper detail",glide_normal_241.jpg,241,1.312728533,0.694136759,2.104085281,0.639823541,A centered spherical celestial body floats on a solid black background. The planetary surface lacks coherent geological structure and appears visually muddy. Significant global blur and soft textures degrade image clarity and detail.
"breaking moon as seen from the surface of the moon, top view, hyper detail",midjourney_lowstep_241.jpg,241,1.116526892,0.398720002,2.307030807,1.107058793,A close-up shot of a photorealistic moon-like sphere in dark space. The subject's surface features malformed craters with unnatural holes lacking geometric logic. Surface textures exhibit subtle waxiness and softened fine-grained detail.
"breaking moon as seen from the surface of the moon, top view, hyper detail",midjourney_normal_241.jpg,241,3.091080213,0.952930378,3.274264347,1.157470532,"A photorealistic rendering depicts a cratered moon containing a smaller celestial sphere. The nested subject is coherent, though the inner sphere's base appears fused to the rim. Textures show subtle oversmoothing in shadowed regions."
"breaking moon as seen from the surface of the moon, top view, hyper detail",sd1.5_highcorr_241.jpg,241,3.34717137,0.580715112,3.269342324,0.697386254,A grayscale close-up shows a heavily cratered lunar surface against black space. The subject features numerous craters with overlapping geometries and inconsistent shadows. Flat textures and repetitive patterns limit global surface detail diversity.
"breaking moon as seen from the surface of the moon, top view, hyper detail",sd1.5_lowcorr_241.jpg,241,2.538526609,1.147092215,3.174942147,0.867566243,A grayscale top-down view shows a heavily cratered planetary surface. The geological formations are structurally coherent and semantically clear throughout the frame. Highlights show mild oversmoothing while shadows retain sharper granular detail.
"breaking moon as seen from the surface of the moon, top view, hyper detail",sd1.5_lowstep_241.jpg,241,0.143533905,0.95191775,0.589762748,0.512151847,A heavily blurred monochromatic image displays only indistinct gray shapes and textures. No coherent subject structure exists within this abstract and unreadable visual field. Severe global blur removes all details and sharp edge boundaries.
"breaking moon as seen from the surface of the moon, top view, hyper detail",sd1.5_normal_241.jpg,241,2.344386154,0.63920822,2.901806096,1.058235375,A high-contrast grayscale close-up shows a heavily cratered planetary surface. Crater shapes are generally coherent though some exhibit inconsistent lighting and depth. Surface textures appear waxy with uneven edge definition across the frame.
"breaking moon as seen from the surface of the moon, top view, hyper detail",xl2.2_normal_241.jpg,241,3.124885569,1.038664373,2.69321342,1.019386537,A close-up of a textured celestial body in a dark space environment. The subject shows stable geometry and a semantically readable central crater feature. Global textures show obvious tiling repetition and lack organic variation.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",AttnGAN_normal_243.jpg,243,0.980694987,0.139765208,0.826722264,0.578560166,A distorted organic form resembling a malformed head occupies a surreal scene. The subject shows extreme structural warping and semantic confusion across its form. Global blurring and smeared textures flatten all visible surface details.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",DALLE2_normal_243.jpg,243,2.446668218,1.05414724,2.958190852,0.387413657,A close-up view captures bracket fungi emerging from a green mossy surface. The main subjects suffer from severe structural melting and anatomical incoherence. Surface details are flattened and lack realistic textural sharpness.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",glide_normal_243.jpg,243,1.782268897,0.567550172,2.474154779,0.825546548,A close-up view features mushrooms on green moss against a black background. The fungi exhibit malformed caps and inconsistently rendered stems with poor separation. Heavy blurring and waxy textures degrade overall sharpness and detail.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",midjourney_lowstep_243.jpg,243,1.337589887,0.672404755,1.90529456,0.705663083,A soft-focus image shows small orange mushrooms on a green mossy surface. The mushroom subjects are recognizable but suffer from blurred edges and fusion. Waxy textures and extreme softness eliminate all fine surface details.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",midjourney_normal_243.jpg,243,3.523701266,0.276396512,3.091228902,0.650744257,A close-up shows mushrooms and moss on a tree trunk in a forest. The fungi appear structurally plausible and well-defined against the bark. Distant details show mild blurring and texture repetition.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",sd1.5_highcorr_243.jpg,243,3.045671512,0.476602268,3.299580101,0.746475379,A low-angle view captures mossy mushrooms and a thick tree trunk in a green forest. Central subjects are structurally stable though some peripheral fungi appear slightly malformed. Textures show subtle pseudo-detail repetition across the mossy surfaces.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",sd1.5_lowcorr_243.jpg,243,3.136939761,0.449872485,3.170706135,0.637981427,A fantasy forest scene features large mushrooms growing on gnarled tree trunks. The subject is structurally stable though mushroom shapes show high similarity. Textures exhibit subtle flatness and repetitive surface details.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",sd1.5_lowstep_243.jpg,243,3.001476926,0.447169931,2.827314446,0.832921859,A detailed close-up captures green mossy shapes on rough tree bark. The main subject maintains a stable and semantically readable form. Surface details reveal subtle pseudo-texture and soft edge transitions.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",sd1.5_normal_243.jpg,243,3.231255627,0.505835019,3.5526433,0.525396963,Photorealistic close-up of a moss-covered tree trunk with three white mushrooms in a forest. The central tree and mushrooms are structurally stable despite some unnatural moss rounding. Textures display mild oversmoothing and waxy pseudo-detailing.
"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail",xl2.2_normal_243.jpg,243,3.853868226,0.430409638,3.090905405,0.781611806,A giant moss-capped mushroom tree stands in a misty fantasy forest. The subject exhibits a structurally stable gnarled base and a clear cap. High-fidelity textures and edges show no dominant local artifact.
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",AttnGAN_normal_244.jpg,244,0.549851479,0.309200152,0.39726338,0.33883876,A dark abstract object sits against a blurry purple-blue background. The subject is a structurally ambiguous mass with no clear semantic definition. Global blur and grainy noise obscure fine details.
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",DALLE2_normal_244.jpg,244,2.058266369,0.550775795,2.85340349,0.792650926,A high-angle view shows a person in uniform by a golden table. The subject's face is distorted and body anatomy is malformed. Background textures are repetitive and surfaces appear waxy.
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",glide_normal_244.jpg,244,1.262923612,0.449254967,0.580658583,0.4461537,"A blurry 3D render shows a distorted lab device on a white background. The subject's components are fused and malformed, causing severe structural confusion. Waxy textures and oversmoothing blur edges and hide details."
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",midjourney_lowstep_244.jpg,244,2.871898573,0.248296218,2.857455034,0.63150974,A cinematic close-up portrays a bearded man at a candlelit dinner table. The subject's facial structure remains coherent despite significant loss of local detail. Severe motion blur flattens textures and softens all boundaries.
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",midjourney_normal_244.jpg,244,3.052595235,0.56700472,2.62350113,0.548552922,"A man in a tuxedo kneels on a long formal dining table in dim light. His hands appear malformed and fused with the tablecloth, obscuring clear anatomy. Background details and textures show noticeable softness and melting patterns."
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",sd1.5_highcorr_244.jpg,244,2.858767479,0.699674691,1.574170242,0.86148662,A close-up view shows an ornate red and gold embroidered gown on a mannequin. The central bodice features a confusing black void and disjointed panel geometry. Gold embroidery textures exhibit subtle waxiness and repetitive pseudo-detailing patterns.
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",sd1.5_lowcorr_244.jpg,244,1.659854513,0.531786822,0.946101985,0.535294774,A digital illustration shows a crowned woman in profile wearing an ornate dress. Facial structure is severely malformed with a distorted jaw and missing features. Textures appear waxy with repetitive patterns and softened edges.
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",sd1.5_lowstep_244.jpg,244,2.545997226,0.501393091,1.788774497,0.795248122,A stylized figure in a white gown stands indoors near a door. The subject shows distorted anatomy with a malformed fused hand and elongated neck. Surfaces exhibit waxy textures and softened fine details.
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",sd1.5_normal_244.jpg,244,2.359320035,0.540656529,2.094813219,0.903712592,A digital portrait shows a bearded man in historical attire within an architectural frame. The subject's hands show malformed finger geometry while the face stays stable. Global textures appear overly smooth and waxy with softened details.
